agent_id,role,declaration_type,declaration_date,declaration_id,institution,gross_salary,side_income_consulting,side_income_board_memberships,assets_in_real_estate,assets_in_vehicles,assets_in_stocks
A00011,MP,exceptional,2025-06-26 03:29:36,D000073,Parliament,57622.05640459545,15535.247593050211,4363.860028883774,41374.361569553046,7448.360744103387,8502.370998769313
A00011,MP,exceptional,2025-05-20 09:30:51,D000074,Parliament,59590.43190735102,18894.15144874114,12330.578010246349,10817.574016461644,10334.090330664274,11507.133742540269
A00012,MP,initial,2024-09-09 10:00:25,D000075,Parliament,46000.98061390206,121510.33464730512,21926.108042099215,15110.241526817534,22658.81450981945,20185.402256583482
A00012,MP,regular,2025-01-15 00:00:00,D000076,Parliament,53350.766232127346,73932.1133488171,3756.232642396905,7610.986847675756,7330.49392109504,3354.7637297554184
A00012,MP,regular,2026-01-15 00:00:00,D000077,Parliament,46727.95928959649,67862.97232562711,1167.3086298213566,21463.360212352123,7818.17528404287,21720.51355155148
A00013,MP,initial,2021-05-15 15:34:45,D000078,Parliament,57405.809101148654,8566.121569070488,14639.785965229186,7660.412587504588,10223.281606403058,34088.86517057847
A00013,MP,regular,2022-01-15 00:00:00,D000079,Parliament,85675.62720213515,94811.77858802532,34153.114743180544,5050.677374641154,62170.67495245717,58.650555019447154
A00013,MP,regular,2023-01-15 00:00:00,D000080,Parliament,39421.48285602966,12156.94423570639,717.4127323308288,1690.41279913618,11495.121140329515,9191.993977987697
A00013,MP,regular,2024-01-15 00:00:00,D000081,Parliament,35796.57903184889,38188.74514132026,8596.266198834648,1187.981103943761,3032.09700211707,6436.29620103008
A00013,MP,regular,2025-01-15 00:00:00,D000082,Parliament,82067.55491240413,4875.0893137116345,21784.01886043158,7304.927282364475,127.52181619753438,11312.669370595884
A00013,MP,regular,2026-01-15 00:00:00,D000083,Parliament,56860.14484272201,14097.642515936685,2802.306236412494,26672.01519134767,5399.794479507822,19104.722916261264
A00013,MP,exceptional,2018-12-18 06:26:04,D000084,Parliament,49963.908920101254,67635.01172251141,5382.3565697817385,4603.868526359233,55875.72212952007,4154.493246978273
A00013,MP,exceptional,2025-10-01 18:03:23,D000085,Parliament,75598.57031094114,58761.11871493565,15335.557680205999,7111.438196934203,62018.538556316664,2879.615809398668
A00013,MP,exceptional,2021-02-20 10:32:56,D000086,Parliament,50915.766903947035,23023.488458363245,61250.99156502053,47113.68845556394,15058.001276818582,26100.80729287099
A00014,MP,initial,2023-08-12 12:16:48,D000087,Parliament,87390.14570320403,31971.37617000659,6775.090091115424,20386.273846623677,20789.70581314172,23151.528511194494
A00014,MP,regular,2024-01-15 00:00:00,D000088,Parliament,70168.88807008904,3882.054377567858,13370.161484438122,50445.29038198086,31784.66907071376,12355.02482594968
A00014,MP,regular,2025-01-15 00:00:00,D000089,Parliament,52681.32887781446,25578.133593893308,10214.208043565664,48433.236953700296,1150.2015766434345,13915.922828008595
A00014,MP,regular,2026-01-15 00:00:00,D000090,Parliament,92359.62319898256,19249.35370670399,45537.69820835038,1310.2077579703875,9377.918430594626,6290.4136692121
A00014,MP,exceptional,2021-05-16 13:19:22,D000091,Parliament,50914.27615494993,1920.3467821781662,1492.0974447403264,62026.00062630614,20558.26640771216,7985.062677290939
A00014,MP,exceptional,2024-09-19 08:18:02,D000092,Parliament,71131.4305801396,2401.791521803046,16701.017498662863,1050.6804135353434,45705.403182285954,7715.678491979339
A00014,MP,exceptional,2021-05-20 20:18:06,D000093,Parliament,64489.38870609738,2295.731988578575,37431.60492529306,51971.07280576779,25953.187208415307,25917.018907326554
A00015,MP,initial,2019-12-22 11:51:05,D000094,Parliament,79526.11934098197,25772.96984722714,88653.90069765033,15825.497730213245,8617.549666927582,16222.54429320469
A00015,MP,regular,2020-01-15 00:00:00,D000095,Parliament,83422.66795090279,3056.386188995019,23994.669229153442,15236.641255783077,48154.98331145483,26148.82587569718
A00015,MP,regular,2021-01-15 00:00:00,D000096,Parliament,60480.0622359865,12612.173328867346,9558.634697049152,24983.871311390754,21849.788330372,17866.95195461502
A00015,MP,regular,2022-01-15 00:00:00,D000097,Parliament,48698.73194480725,8831.645189296587,10614.593110222648,42274.24597683862,35466.83672982886,15777.146394695445
A00015,MP,regular,2023-01-15 00:00:00,D000098,Parliament,66899.58214408674,15992.572741199685,8667.486024118138,19194.643690982884,9739.172463426206,7730.373223505252
A00015,MP,regular,2024-01-15 00:00:00,D000099,Parliament,49834.26945371841,24515.950624683588,18507.29048024417,11081.61755933207,43.223488115950616,10065.941021003671
A00015,MP,regular,2025-01-15 00:00:00,D000100,Parliament,90200.80871289935,23086.04387290633,26895.815170106067,2373.1785999546078,3634.4809626004303,43677.89401979301
A00015,MP,regular,2026-01-15 00:00:00,D000101,Parliament,62048.02996624106,14493.579092292404,34236.8962849091,31137.79217801509,52394.58339080696,17157.134892745977
A00016,MP,initial,2024-05-08 18:18:39,D000102,Parliament,54520.17673031837,12484.92154712587,10777.408219926816,2746.0497132257224,673.7011660035952,14865.887792178222
A00016,MP,regular,2025-01-15 00:00:00,D000103,Parliament,62770.204587973625,10143.831203698208,25225.577681997303,25919.26649398205,18128.751676007603,1091.9006023868062
A00016,MP,regular,2026-01-15 00:00:00,D000104,Parliament,39793.10565705455,39596.985162462996,49591.83804937335,15012.345857283251,10523.100647131187,22227.21429841347
A00017,MP,initial,2023-09-27 00:31:23,D000105,Parliament,45425.789422340225,8034.99452010118,50721.84180843876,9749.863260235585,11227.600753015093,23168.357226079755
A00017,MP,regular,2024-01-15 00:00:00,D000106,Parliament,78006.20861916638,6004.9692275018715,24349.876232054063,18985.90817862394,10243.809399373202,23466.063894828654
A00017,MP,regular,2025-01-15 00:00:00,D000107,Parliament,50146.58581542906,27198.150999573834,20261.660794445837,29599.453038153697,1396.1318014514918,1913.091295805752
A00017,MP,regular,2026-01-15 00:00:00,D000108,Parliament,44296.3352597709,8918.351596230421,15165.496726465202,56651.74107754832,2609.7035108957907,7146.510539453773
A00017,MP,exceptional,2022-12-08 06:31:23,D000109,Parliament,68049.79128790929,37546.16411436604,4047.1631462931996,6149.449209645372,1300.1453960485064,9279.669217152637
A00017,MP,exceptional,2025-05-01 11:41:03,D000110,Parliament,77785.56231994496,7946.627098050953,2639.330127796867,58798.444780688,1108.3062837853647,35031.19577701529
A00017,MP,exceptional,2024-02-29 10:48:46,D000111,Parliament,70784.29965997601,24209.533143621225,13299.39855852515,64857.24730446844,1789.9752475694943,78924.76879875493
A00018,MP,initial,2020-07-12 02:51:41,D000112,Parliament,74940.71528708725,923.1617544667912,3473.8377436696983,33600.481888435716,23855.19754869945,10714.241213202276
A00018,MP,regular,2021-01-15 00:00:00,D000113,Parliament,48648.073671458085,9740.973649731355,17207.658484265292,42646.24579268289,2425.3991632368243,16161.318274961874
A00018,MP,regular,2022-01-15 00:00:00,D000114,Parliament,38672.83999887234,8408.433285962656,20752.379466500883,23580.889835318994,6062.495747034689,147.28617511692738
A00018,MP,regular,2023-01-15 00:00:00,D000115,Parliament,82520.0047793323,33930.30284375843,14914.746205081077,797.6408102111278,21397.533815333878,176.36092729182678
A00018,MP,regular,2024-01-15 00:00:00,D000116,Parliament,55159.802417367966,68258.5602826004,742.1346040745127,17117.01876417803,2381.655010186814,1548.4278892437728
A00018,MP,regular,2025-01-15 00:00:00,D000117,Parliament,56237.50475317429,12356.38932904678,1189.2251003512913,27503.493331178604,48215.93751573163,25421.23851361579
A00018,MP,regular,2026-01-15 00:00:00,D000118,Parliament,79922.91212773586,34840.683665998215,2405.900416352757,56844.13911238083,12982.000285294036,3923.6215026556383
A00019,MP,initial,2021-10-29 04:17:01,D000119,Parliament,68343.4501410099,24059.113166378364,3336.3467353457795,16900.428595998663,65967.84735335154,28363.87648925193
A00019,MP,regular,2022-01-15 00:00:00,D000120,Parliament,66838.31658122412,68460.26513382488,91869.99852168627,31617.075025978163,4276.5104514447075,11308.316817714423
A00019,MP,regular,2023-01-15 00:00:00,D000121,Parliament,92475.03517351625,33331.65157543472,8446.987475356005,24418.223543387096,622.0622586456404,37938.267952124195
A00019,MP,regular,2024-01-15 00:00:00,D000122,Parliament,50347.22654429785,1612.882532340668,6905.471562885682,6592.396243340541,17845.69432101527,40853.14875487274
A00019,MP,regular,2025-01-15 00:00:00,D000123,Parliament,73917.60192121856,24985.10312812247,1073.641550753308,3361.937976766756,7971.92666254018,42377.441454089014
A00019,MP,regular,2026-01-15 00:00:00,D000124,Parliament,60855.19687345627,15335.862161495375,20174.72187153475,27798.44497329217,16990.899631223918,15683.447157655097
A00020,MP,initial,2022-10-15 14:33:18,D000125,Parliament,64028.88418294885,331.4525690864512,21122.023653565215,5325.415088128602,12835.784252587438,31071.308244696567
A00020,MP,regular,2023-01-15 00:00:00,D000126,Parliament,82927.02639618798,5788.684363938713,3858.3181350451273,5612.581524957501,12218.672017746625,21688.995071468507
A00020,MP,regular,2024-01-15 00:00:00,D000127,Parliament,67617.53634434435,50958.26961812198,50325.85132028787,20653.470892917703,38100.03721565009,4133.429116494727
A00020,MP,regular,2025-01-15 00:00:00,D000128,Parliament,68074.4411857445,52090.39783744079,32238.17390562604,31124.433444655348,4259.756018320961,9609.70259137991
A00020,MP,regular,2026-01-15 00:00:00,D000129,Parliament,76087.61005964704,32074.13336874006,5235.590945953186,17461.372855071357,13848.345524417618,65595.00910545676
A00020,MP,exceptional,2025-08-10 02:36:45,D000130,Parliament,54525.70905685672,80104.27226804323,13304.794079022451,43253.533466782625,10757.231868641416,29617.78965646006
A00020,MP,exceptional,2019-08-29 03:53:22,D000131,Parliament,47411.85498991491,32854.23025633957,12264.213491700497,4751.018549650623,22403.017012599554,6103.181575180457
A00020,MP,exceptional,2019-01-06 22:30:03,D000132,Parliament,44327.862089684495,205.13213817977814,8570.185266552066,5818.130094766718,1028.6590663322136,6597.164599731714
A00021,MP,initial,2019-12-09 14:20:38,D000133,Parliament,30504.65115935997,6788.894530346707,34034.87061994755,20264.597483013997,15075.804834584878,5865.450005511796
A00021,MP,regular,2020-01-15 00:00:00,D000134,Parliament,90843.10694910484,622.0580290856373,2314.154738061623,35364.943404232195,13022.479366558777,7974.210202009862
A00021,MP,regular,2021-01-15 00:00:00,D000135,Parliament,43451.87451417475,1976.7030166513794,10733.614763446347,15502.413092000203,72673.14242328626,52707.348268497095
A00021,MP,regular,2022-01-15 00:00:00,D000136,Parliament,56681.19564621342,4939.526607711477,11173.414262409471,208.71675456262335,28197.141141706994,11367.057072587631
A00021,MP,regular,2023-01-15 00:00:00,D000137,Parliament,55847.80050166619,14005.794410547616,12649.532781431693,22598.538013826754,3367.866972882825,9059.07336421328
A00021,MP,regular,2024-01-15 00:00:00,D000138,Parliament,64611.10046713651,37616.01127450865,39516.04885440107,33595.32275410535,14234.959714032162,5467.230991283581
A00021,MP,regular,2025-01-15 00:00:00,D000139,Parliament,72236.05818808945,39605.21450847589,4922.279004239526,6474.300717961342,30625.193196728153,44588.19172477835
A00021,MP,regular,2026-01-15 00:00:00,D000140,Parliament,72907.10232539618,19152.770758707306,2172.2754466521556,1114.445523214747,14870.68573491083,63107.01903493
A00022,MP,initial,2024-03-23 07:04:19,D000141,Parliament,51253.83842146592,52670.714971336405,19236.6677962039,14594.230788241171,8822.905955279768,7817.682107197979
A00022,MP,regular,2025-01-15 00:00:00,D000142,Parliament,57493.174293203825,13865.436830204299,3819.2026409641035,861.3907911468882,9453.11490728702,19176.315976795944
A00022,MP,regular,2026-01-15 00:00:00,D000143,Parliament,64238.69925732449,43970.99704648234,1557.7624693434198,10757.659353053612,9145.821809246238,63609.14108592885
A00023,MP,initial,2022-01-27 01:28:31,D000144,Parliament,56269.633107246795,12105.11654943132,11125.151381383464,359.56986800402495,403.12510241104417,13842.154460161819
A00023,MP,regular,2023-01-15 00:00:00,D000145,Parliament,84110.18364029989,6493.146376905385,4960.163364669416,5096.986247345995,26230.87419731485,12647.152241977743
A00023,MP,regular,2024-01-15 00:00:00,D000146,Parliament,67364.62427457377,49637.32587127474,8963.797574809427,9847.355518254086,18877.543204137488,15002.57453917912
A00023,MP,regular,2025-01-15 00:00:00,D000147,Parliament,71023.16679074726,9818.338332088706,6014.294733776005,2369.0477116897728,6258.015406315053,674.6526687326443
A00023,MP,regular,2026-01-15 00:00:00,D000148,Parliament,69943.21903001118,13999.573597881912,1944.2419259434123,2424.2861546071977,19886.308926272257,7136.899472300501
A00023,MP,exceptional,2021-12-25 15:59:52,D000149,Parliament,77602.10786227987,7975.569248616408,16435.399222523807,35096.41257352609,7384.477962056467,24012.38323202341
A00023,MP,exceptional,2024-04-28 01:29:38,D000150,Parliament,62715.3233805556,21743.811329167067,547.8025220234944,846.1258016210841,5577.918354554316,68061.71693169406
A00023,MP,exceptional,2024-06-16 06:36:20,D000151,Parliament,40547.5207806623,106091.63898684857,67849.9158077902,23357.076950524126,27030.353854353314,16821.10135332722
A00024,MP,initial,2024-02-18 04:36:02,D000152,Parliament,65995.31927628962,516.8932706536566,8350.668414610831,33692.07265220548,33121.117781552566,4226.173093568982
A00024,MP,regular,2025-01-15 00:00:00,D000153,Parliament,50229.64659312257,46021.32614009246,23759.201272098602,2801.8540865369446,19654.414156932296,11130.874726516868
A00024,MP,regular,2026-01-15 00:00:00,D000154,Parliament,52070.74977375365,78.67568365143973,33252.85776868026,4347.472948257454,30663.118610007532,13467.663049653838
A00024,MP,exceptional,2025-07-12 08:27:50,D000155,Parliament,68795.4602813264,9058.301670742603,6545.229995002774,20516.158691686447,9104.668605313338,3302.7933290711862
A00024,MP,exceptional,2024-03-13 00:23:48,D000156,Parliament,78574.24607150453,3693.0487747460056,27625.23763506344,7585.616934800052,1490.242736174244,7988.153859018244
A00024,MP,exceptional,2019-10-09 04:42:48,D000157,Parliament,60319.073651040926,28322.02661046539,35725.99068770421,12941.426172541507,18571.59913172251,11778.069288531475
A00025,MP,initial,2018-05-07 20:10:14,D000158,Parliament,64632.49518898446,1038.729829303164,5523.431036369614,36158.10730390199,5913.646427836561,6073.578416144194
A00025,MP,regular,2019-01-15 00:00:00,D000159,Parliament,85533.22416952858,16125.643613080698,97842.85526001989,2969.609715059324,30054.70713451613,8735.598752592665
A00025,MP,regular,2020-01-15 00:00:00,D000160,Parliament,63611.297692328524,6989.054139417056,418.1138389458436,19333.400560902304,8866.690413791932,6466.029160723358
A00025,MP,regular,2021-01-15 00:00:00,D000161,Parliament,99025.24671270592,2869.7933582615055,4892.463926383214,57083.863366520294,22214.08438203927,18977.390202331713
A00025,MP,regular,2022-01-15 00:00:00,D000162,Parliament,68482.64468447317,29552.253047508468,30284.44167588621,1183.6790823859292,16097.944297368827,17283.579916424926
A00025,MP,regular,2023-01-15 00:00:00,D000163,Parliament,33588.55861266273,4903.101602269257,4316.68223588143,1237.652010725673,34018.435132851955,16045.641138997133
A00025,MP,regular,2024-01-15 00:00:00,D000164,Parliament,71300.12431656799,5063.68610393049,23963.782131036798,16182.044527958362,35712.21881044039,2034.7931157981413
A00025,MP,regular,2025-01-15 00:00:00,D000165,Parliament,65717.37577324167,6433.790805428905,38693.72417353229,64415.45049650228,1414.8395122527627,4055.9794301057314
A00025,MP,regular,2026-01-15 00:00:00,D000166,Parliament,79346.29131124119,17674.86217861733,63988.46156480571,4981.375550863816,6994.430863279187,2349.273034914387
A00026,MP,initial,2019-10-22 09:42:41,D000167,Parliament,70097.72026904937,21556.55179822535,12858.49477181501,8033.206202302128,40940.12790778785,1307.4379904376399
A00026,MP,regular,2020-01-15 00:00:00,D000168,Parliament,57923.16024024339,355.18581013588414,70884.58815642046,2077.187848099002,10349.944246175837,5669.283080026837
A00026,MP,regular,2021-01-15 00:00:00,D000169,Parliament,41635.526455659514,5537.9984821715,10607.723694428896,8996.091585197693,14466.740586743632,4326.374646656468
A00026,MP,regular,2022-01-15 00:00:00,D000170,Parliament,56864.65114070962,11276.472055369968,4921.285708831876,906.9041773771803,4050.741292469086,25819.421737265835
